consumer_id,revenue,ad_exposure,recency,frequency,monetary_value,age,mobile
734,32.423889,1,4,7,1,34,1
735,45.675259,0,2,8,7,57,1
736,40.074238,0,9,8,2,36,1
737,43.40136,1,5,8,3,23,1
738,50.310146,0,2,9,7,41,1
739,58.060596,1,8,4,9,42,1
740,61.162251,1,9,3,9,52,1
741,27.284777,0,1,1,4,50,0
742,48.511833,0,8,2,8,42,1
743,44.301277,0,10,1,6,30,0
744,42.478634,1,3,3,6,39,1
745,42.8461,1,6,6,4,36,1
746,43.555012,1,1,6,5,37,1
747,37.145618,0,4,1,6,34,0
748,41.823235,1,7,6,3,52,1
749,55.188702,1,7,2,10,36,1
750,25.963648,0,1,1,2,48,0
751,41.003632,1,1,4,6,45,1
752,61.207787,1,7,4,10,42,1
753,60.212082,0,4,10,10,39,1
754,42.780399,1,6,6,4,59,1
755,33.971989,1,9,4,1,48,1
756,43.492683,0,10,3,4,47,0
757,49.583664,1,4,4,9,52,1
758,51.40443,0,7,1,9,46,0
759,48.518452,0,3,10,6,58,1
760,40.272327,1,8,5,3,34,1
761,37.843777,1,8,5,2,48,1
762,52.330658,1,6,6,7,50,1
763,41.682304,1,1,4,5,44,1
764,51.37928,0,2,9,7,43,1
765,55.989353,0,6,10,7,45,1
766,50.074173,0,4,10,6,43,1
767,48.033875,1,3,2,8,47,1
768,52.977955,1,2,3,9,46,0
769,42.097534,0,3,1,7,52,1
770,38.050266,0,1,9,3,35,1
771,36.845634,0,1,2,6,44,0
772,36.734932,1,6,4,3,30,1
773,42.604958,1,3,6,4,47,1
774,37.516117,0,10,3,2,46,1
775,64.083702,1,8,6,10,37,1
776,36.316486,1,9,5,1,36,1
777,54.245144,0,1,2,10,43,0
778,54.627701,0,10,6,6,50,1
779,46.959194,0,9,9,4,49,1
780,27.28097,0,6,1,1,31,0
781,40.436825,0,8,8,3,33,1
782,32.145573,0,8,1,2,46,0
783,47.848087,0,8,8,5,64,1
784,36.376034,0,10,6,1,50,1
785,57.739033,0,7,10,7,42,1
786,38.161739,1,8,5,1,44,1
787,52.301823,1,3,7,7,45,1
788,42.200138,1,7,6,2,31,1
789,42.449467,1,3,2,6,22,0
790,37.395241,0,2,2,7,28,0
791,46.829445,1,9,3,4,27,1
792,47.498459,0,10,6,5,45,1
793,41.494099,0,1,1,8,22,0
794,20.873358,0,1,1,2,33,1
795,39.949406,0,7,10,2,50,1
796,30.63966,0,2,1,6,50,1
797,48.024353,1,4,2,7,45,0
798,57.684093,1,4,5,10,45,1
799,43.589539,0,4,1,8,47,0
800,61.719719,1,6,6,10,52,1
801,35.965939,0,2,1,7,41,0
802,28.172312,1,5,3,2,52,1
803,55.308712,1,6,6,8,40,1
804,35.462322,1,7,4,1,44,1
805,49.622391,1,3,2,9,40,0
806,52.360863,0,10,8,6,46,1
807,42.81802,0,8,2,6,52,0
808,55.558014,0,1,10,9,51,1
809,39.953236,0,1,8,5,35,1
810,45.490753,0,9,9,3,43,1
811,37.248531,0,7,9,1,49,1
812,29.115887,1,6,2,1,35,1
813,52.355537,1,1,3,9,45,1
814,39.470741,0,10,9,2,48,1
815,33.932198,1,1,6,2,30,1
816,67.702568,1,5,8,10,36,1
817,49.729252,1,2,3,9,45,0
818,49.080158,0,4,9,7,46,1
819,41.26823,1,8,5,3,58,1
820,47.921391,1,5,6,6,39,1
821,37.310741,0,8,9,1,40,1
822,52.160442,1,5,5,8,47,1
823,32.816032,1,4,4,2,51,1
824,49.250595,1,2,6,7,43,1
825,42.661488,1,7,6,3,63,1
826,39.355907,1,4,7,3,34,1
827,60.618858,0,2,10,9,41,1
828,51.750019,1,3,3,9,44,1
829,51.029236,1,3,8,7,62,1
830,48.232731,1,2,7,6,44,1
831,42.043823,1,1,7,5,33,1
832,37.513706,0,2,2,6,26,0
833,54.039997,1,8,4,7,62,1
834,43.475784,0,8,1,7,40,0
835,59.230701,0,10,4,9,40,0
836,44.46851,0,8,10,3,44,1
837,35.206524,0,6,1,6,47,0
838,41.172443,1,6,8,1,35,1
839,37.599575,1,6,5,2,38,1
840,35.437477,1,3,8,1,40,1
841,52.579494,1,1,5,9,48,1
842,34.953339,1,5,3,3,45,0
843,56.052094,1,9,4,7,57,0
844,41.321236,0,2,2,7,58,0
845,42.181595,0,6,1,7,32,0
846,48.426369,1,9,5,5,27,1
847,34.231197,1,3,7,3,22,1
848,63.707291,0,7,9,9,27,1
849,61.675232,1,4,8,10,72,1
850,52.710285,0,1,8,9,46,1
851,51.185219,0,8,1,10,32,0
852,54.760719,1,8,5,7,36,1
853,47.837917,0,1,9,7,50,1
854,58.083416,1,5,6,10,46,1
855,29.942793,1,2,5,1,36,1
856,27.604567,1,3,2,3,35,0
857,63.710972,0,7,10,8,23,1
858,63.589458,1,5,8,10,51,1
859,50.02177,1,7,4,6,26,1
860,34.687256,0,7,10,1,48,1
861,49.761463,0,10,2,7,29,1
862,46.564407,1,9,3,5,28,1
863,42.484295,0,1,9,6,35,1
864,45.268887,0,3,10,5,56,1
865,36.175343,0,7,10,1,42,1
866,45.277065,1,3,2,8,27,1
867,37.681568,1,7,8,1,64,1
868,55.055275,1,3,3,10,44,1
869,50.580566,1,5,3,8,45,1
870,39.925251,1,6,2,4,41,0
871,36.218365,1,5,7,1,51,1
872,64.904884,0,9,9,10,51,1
873,37.262287,1,3,5,3,31,1
874,23.459534,1,3,2,1,52,1
875,50.413448,0,10,10,4,61,1
876,62.784798,1,9,5,10,46,1
877,47.190308,1,7,3,5,52,1
878,21.507048,0,1,2,1,51,1
879,34.724133,1,7,6,1,32,1
880,57.999767,1,5,6,10,32,1
881,38.60408,0,10,4,3,46,0
882,66.914787,1,8,7,10,30,1
883,31.967314,1,2,4,2,24,0
884,41.628834,0,10,1,5,47,0
885,35.842003,0,10,2,3,56,0
886,54.450638,0,10,6,6,30,1
887,35.971573,0,1,10,2,47,1
888,37.304012,1,4,4,4,39,1
889,45.878628,0,9,10,3,54,1
890,56.67197,0,6,1,10,33,0
891,50.266758,1,2,6,7,53,1
892,46.366165,1,6,6,5,39,1
893,57.245785,1,7,8,7,41,1
894,51.173405,1,7,8,5,48,1
895,37.744198,1,3,6,3,36,1
896,51.299919,1,6,2,9,23,0
897,40.288498,0,10,9,2,39,1
898,43.101234,1,4,6,4,26,1
899,31.034142,1,2,6,1,38,1
900,44.36718,1,8,7,3,50,1
901,46.734474,1,5,7,4,34,1
902,50.473778,1,2,7,7,40,1
903,39.958992,0,6,10,2,21,1
904,31.927277,0,10,7,1,31,1
905,40.760124,0,3,10,4,48,1
906,35.04401,0,10,1,2,37,1
907,61.86412,0,4,10,10,34,1
908,54.118923,1,5,7,9,37,1
909,46.323536,1,2,4,7,28,1
910,44.910866,0,9,8,4,48,1
911,41.908108,0,10,5,3,37,1
912,30.634359,1,2,6,2,54,1
913,45.655403,0,7,9,5,48,1
914,45.772976,0,8,8,3,49,1
915,47.223961,1,5,6,6,54,1
916,54.248325,0,10,5,7,54,1
917,36.244987,1,5,7,2,32,1
918,43.216049,1,1,5,6,35,1
919,32.999916,1,5,2,1,46,1
920,31.915234,0,9,1,2,40,0
921,29.291004,0,6,1,1,51,0
922,30.660151,1,4,5,2,32,1
923,46.739845,0,7,9,4,53,1
924,50.040852,0,6,10,5,21,1
925,39.155052,0,6,9,3,49,1
926,35.903286,0,10,6,1,24,1
927,51.289677,0,5,9,6,43,1
928,62.577339,0,8,10,9,40,1
929,48.057968,0,9,8,5,43,1
930,33.199142,1,3,6,1,44,1
931,48.394867,1,3,3,7,38,1
932,56.733879,1,9,4,8,32,1
933,56.562588,1,6,4,9,48,1
934,43.542576,0,4,1,8,46,0
935,45.24823,1,3,4,6,55,1
936,36.740402,1,5,7,1,45,1
937,41.497166,1,9,4,3,48,1
938,49.132332,1,7,4,7,41,1
939,39.214954,1,6,6,3,40,1
940,67.897392,0,7,10,10,44,1
941,42.862221,0,9,9,1,29,1
942,36.663513,0,1,8,3,34,1
943,25.382946,0,1,2,3,40,0
944,45.279846,1,4,6,3,26,1
945,33.91674,1,4,2,4,43,0
946,33.693645,0,1,2,5,33,0
947,34.424492,1,4,4,4,40,1
948,40.935589,1,3,8,3,42,1
949,60.737476,1,4,8,9,56,1
950,44.230499,0,1,8,7,32,1
951,41.958672,1,6,4,3,33,1
952,47.37793,0,10,1,7,38,0
953,48.181,0,2,8,7,31,1
954,68.071617,1,8,7,10,52,1
955,55.204453,0,9,2,8,50,0
956,57.536091,0,10,9,6,55,1
957,56.148342,1,7,4,8,44,1
958,57.115601,0,2,10,10,41,1
959,52.147556,0,4,1,10,47,0
960,45.629456,0,5,9,5,40,1
961,42.756489,0,2,1,8,49,0
962,59.14431,1,7,2,10,29,1
963,36.650639,0,1,2,7,40,0
964,62.137356,1,9,5,10,40,1
965,55.681721,0,10,6,9,37,1
966,46.80814,0,10,8,4,56,1
967,61.884598,1,4,8,10,50,1
968,40.610767,1,8,3,4,48,0
969,39.880417,1,1,6,4,53,1
970,39.299076,1,2,3,4,36,0
971,39.701576,0,10,3,3,60,1
972,57.643749,0,2,8,10,43,1
973,53.497013,1,6,4,8,43,1
974,40.388523,1,9,3,3,34,1
975,56.258625,1,5,3,10,40,0
976,53.895054,1,4,5,9,53,1
977,57.569092,1,6,8,8,40,1
978,59.117245,0,7,10,8,47,1
979,61.384758,1,4,5,10,50,1
980,56.325222,0,8,8,8,59,1
981,39.716297,1,6,6,3,52,1
982,32.518993,1,2,5,2,49,1
983,52.937687,1,9,7,5,39,1
984,50.848717,1,1,7,8,42,1
985,52.999352,1,9,3,7,52,0
986,61.659908,0,6,10,8,53,1
987,62.512028,1,7,8,9,60,1
988,54.861591,0,7,9,7,63,1
989,40.066574,1,4,7,3,39,1
990,54.903614,0,10,4,9,46,1
991,56.469166,0,6,9,8,47,1
992,30.602161,0,8,1,2,44,0
993,42.464554,0,7,9,2,38,1
994,39.005154,1,5,8,2,38,1
995,31.247309,1,1,4,3,59,1
996,40.33189,0,7,10,2,36,1
997,26.096571,1,3,2,1,49,1
998,43.774643,1,1,7,4,52,1
999,46.322235,1,5,2,7,53,0
1000,26.74482,0,10,2,1,48,0
1001,51.807781,1,7,8,4,41,1
1002,60.157337,0,8,8,9,57,1
1003,30.24264,1,7,2,2,34,0
1004,43.755383,0,10,7,3,54,1
1005,30.165455,1,4,2,2,52,0
1006,53.120781,1,7,3,7,44,0
1007,57.984165,1,2,6,10,45,1
1008,41.382111,0,10,3,3,45,0
1009,40.525806,1,6,5,3,38,1
1010,34.608318,1,3,4,3,50,1
1011,49.535278,1,1,7,7,24,1
1012,38.761955,1,7,8,1,47,1
1013,29.573713,0,1,1,5,36,0
1014,31.182444,1,5,5,1,38,1
1015,39.149651,0,1,8,4,49,1
1016,64.467735,0,9,9,9,39,1
1017,50.227783,1,7,5,7,33,1
1018,33.727501,0,9,2,3,44,1
1019,63.98241,1,8,4,10,36,0
1020,52.141655,1,7,2,8,44,1
1021,55.912434,1,5,7,9,28,1
1022,43.618271,0,2,8,6,47,1
1023,54.159279,1,4,8,7,43,1
1024,39.691833,0,6,10,1,41,1
1025,51.6175,1,5,5,7,39,1
1026,45.011948,1,8,3,5,34,1
1027,44.412395,0,2,10,6,39,1
1028,51.064796,1,7,8,5,27,1
1029,57.501144,1,9,7,8,34,1
1030,48.411709,1,5,8,5,53,1
1031,50.564884,1,5,7,6,27,1
1032,36.865433,1,5,4,3,65,0
1033,62.393768,1,9,4,10,56,0
1034,43.437092,1,3,6,5,35,1
1035,63.094913,0,8,8,10,57,1
1036,59.315453,0,10,9,7,45,1
1037,42.066467,0,10,3,4,30,1
1038,28.902828,0,3,1,4,46,0
1039,25.676786,0,5,1,1,37,0
1040,37.474518,0,10,7,1,44,1
1041,53.052944,0,1,9,10,41,1
1042,52.850945,0,8,2,9,43,0
1043,45.442196,1,5,5,5,50,1
1044,36.470783,1,5,8,1,39,1
1045,37.511627,1,1,7,4,56,1
1046,36.494835,1,4,8,2,41,1
1047,56.241756,1,5,7,8,22,1
1048,49.166378,1,9,4,5,22,0
1049,52.871696,0,9,1,8,41,0
1050,31.875492,1,5,2,3,25,1
1051,33.314812,1,3,7,1,56,1
1052,52.198574,1,7,4,8,42,1
1053,60.660412,1,8,6,8,46,1
1054,38.23806,1,6,2,3,55,1
1055,40.709427,1,4,2,5,43,0
1056,44.11031,1,8,3,4,28,0
1057,55.434841,0,1,10,9,46,1
1058,50.313866,1,4,3,8,39,1
1059,36.062298,0,1,10,3,40,1
1060,47.179462,1,7,4,5,46,0
1061,34.022717,0,10,4,1,35,1
1062,63.981598,1,9,4,10,37,1
1063,48.304813,0,8,10,4,38,1
1064,52.176453,1,4,5,7,51,1
1065,54.289959,0,10,4,8,59,1
1066,54.512062,1,7,2,9,54,0
1067,45.977249,1,6,4,6,22,1
1068,52.331829,0,2,9,8,29,1
1069,64.123482,0,4,9,10,44,1
1070,35.823662,1,6,5,2,47,1
1071,50.725128,0,9,8,5,54,1
1072,49.724213,1,7,7,4,41,1
1073,43.888756,1,7,2,5,42,0
1074,36.078136,1,6,5,1,51,1
1075,40.85947,1,6,5,4,40,1
1076,34.36261,1,7,5,1,41,1
1077,42.829033,0,10,7,3,36,1
1078,64.215424,1,7,7,10,30,1
1079,37.797493,0,9,8,1,55,1
1080,42.193665,0,10,4,4,30,1
1081,28.486164,1,1,7,2,40,1
1082,57.788567,1,5,3,10,31,0
1083,56.806828,0,2,9,10,44,1
1084,36.034405,0,8,10,1,40,1
1085,33.703983,1,4,2,3,22,1
1086,47.19334,0,4,10,5,42,1
1087,39.582344,0,4,1,6,40,0
1088,52.926682,0,8,2,10,35,1
1089,46.765656,1,6,2,7,34,0
1090,39.192814,0,10,5,3,46,1
1091,32.524868,0,2,10,2,45,1
1092,40.833775,1,9,3,3,43,1
1093,36.916538,1,5,2,4,26,0
1094,43.314339,1,6,5,4,31,1
1095,42.328674,1,4,8,4,49,1
1096,35.471077,1,3,5,3,37,1
1097,55.032265,0,7,10,6,49,1
1098,25.229052,0,4,1,2,31,1
1099,38.337471,1,3,7,4,34,1
1100,35.248184,1,5,3,2,36,1
1101,45.831451,1,5,8,4,63,1
1102,45.736725,0,3,9,5,47,1
1103,34.268486,1,4,3,4,31,0
1104,29.482468,1,1,4,2,36,1
1105,34.905293,1,3,2,4,30,0
1106,43.315907,1,6,8,3,35,1
1107,46.312328,1,9,5,4,33,1
1108,48.870831,0,2,9,6,28,1
1109,38.727524,0,10,2,3,54,1
1110,37.524967,0,10,2,4,43,0
1111,50.620659,1,7,3,7,47,1
1112,38.941872,1,3,5,4,21,1
1113,58.5411,1,6,4,10,27,1
1114,48.4011,1,3,5,8,35,1
1115,40.47776,0,9,9,2,47,1
1116,50.522041,0,1,10,8,44,1
1117,45.954151,0,5,1,8,26,1
1118,34.027668,1,3,8,2,57,1
1119,44.778225,0,2,8,6,35,1
1120,46.696007,1,4,3,6,29,0
1121,41.517483,0,8,2,6,34,1
1122,39.163555,0,1,2,6,44,1
1123,57.424946,1,6,2,10,57,1
1124,24.941582,1,4,2,1,28,1
1125,44.122757,1,7,4,4,37,1
1126,45.394886,0,10,3,5,46,1
1127,32.129623,1,4,3,2,32,1
1128,40.457104,0,3,10,4,57,1
1129,41.957668,0,1,10,5,48,1
1130,42.247768,0,8,8,3,35,1
1131,45.581661,1,8,6,4,39,1
1132,47.746567,1,9,7,4,52,1
1133,47.463978,1,7,8,3,29,1
1134,50.052074,1,8,7,4,40,1
1135,39.435173,0,4,10,2,52,1
1136,45.395466,1,6,4,5,50,1
1137,48.842449,1,3,6,7,23,1
1138,52.36528,1,6,4,8,66,0
1139,30.507496,0,3,1,3,54,0
1140,52.412376,0,8,8,7,59,1
1141,54.43557,1,4,6,9,42,1
1142,50.852169,1,8,5,5,46,1
1143,45.630512,1,7,8,3,23,1
1144,56.805496,0,10,5,8,45,1
1145,40.934258,0,7,10,2,50,1
1146,47.132793,0,7,9,5,53,1
1147,47.154202,1,8,4,4,43,1
1148,38.106125,1,4,5,3,38,1
1149,40.708771,0,10,1,4,57,0
1150,38.916027,1,7,8,1,28,1
1151,41.021736,1,2,7,4,34,1
1152,28.227615,0,2,2,4,34,0
1153,45.018436,1,6,5,5,41,1
1154,57.989422,0,3,9,10,37,1
1155,44.555111,0,7,1,8,63,0
1156,44.050858,1,5,6,5,35,1
1157,53.737057,1,9,5,7,30,1
1158,63.590313,1,6,8,10,37,1
1159,34.673786,0,2,2,6,26,0
1160,39.046101,0,2,8,4,50,1
1161,54.395679,0,2,9,8,56,1
1162,57.479065,0,9,2,10,43,0
1163,41.647892,0,9,10,1,56,1
1164,54.487545,1,8,4,7,49,1
1165,57.361118,1,5,5,9,54,1
1166,52.385563,1,7,3,7,36,0
1167,51.664825,1,4,2,9,37,1
1168,40.564613,0,8,1,5,56,0
1169,29.119837,0,1,8,1,31,1
1170,61.789989,0,5,9,10,32,1
1171,54.0966,1,4,4,9,39,1
1172,52.189613,0,6,10,6,49,1
1173,55.534847,1,9,7,7,46,1
1174,28.100508,1,2,5,1,23,1
1175,34.741146,0,3,10,1,45,1
1176,44.020939,0,5,10,4,40,1
1177,48.373352,0,8,9,4,41,1
1178,57.633308,1,5,3,10,37,0
1179,54.080566,1,2,4,9,49,1
1180,41.697235,0,2,10,4,42,1
1181,40.04438,1,5,4,4,51,1
1182,56.960484,1,5,2,10,45,0
1183,38.898727,0,7,9,2,27,1
1184,49.812416,1,5,6,7,28,1
1185,57.677929,0,10,10,6,40,1
1186,41.614868,0,10,7,2,38,1
1187,40.892467,0,6,9,2,61,1
1188,44.686077,1,1,3,8,28,1
1189,35.071457,0,4,10,1,44,1
1190,43.27359,1,3,7,3,54,1
1191,40.194183,1,9,5,3,49,1
1192,39.68124,1,7,7,2,46,1
1193,48.538494,1,6,8,5,22,1
1194,46.788074,0,10,7,3,42,1
1195,55.571823,1,7,6,7,34,1
1196,35.368473,0,2,1,5,49,1
1197,29.41523,1,6,4,1,48,0
1198,37.630131,1,6,7,1,45,1
1199,60.284611,1,3,7,10,55,1
1200,48.587189,1,5,4,7,52,1
1201,44.973042,1,3,2,7,53,0
1202,34.201252,1,6,4,1,54,0
1203,54.713192,0,1,8,9,39,1
1204,31.987146,0,5,9,1,36,1
1205,56.195171,1,4,8,7,52,1
1206,39.85918,0,1,8,4,47,1
1207,50.721695,1,9,6,5,48,1
1208,52.174522,0,5,9,7,44,1
1209,59.149113,1,5,6,9,46,1
1210,42.674107,1,4,3,6,23,1
1211,56.019112,0,7,9,8,51,1
1212,61.561516,1,6,6,9,47,1
1213,20.892149,0,1,1,1,60,0
1214,28.658949,1,1,4,3,29,1
1215,53.546787,1,3,2,10,44,0
1216,41.69574,0,1,9,6,35,1
1217,58.315826,0,7,10,8,46,1
1218,38.216125,1,3,2,4,45,0
1219,33.767452,0,6,9,1,35,1
1220,37.529541,1,2,4,5,45,1
1221,58.843678,1,8,3,10,38,0
1222,35.028393,1,3,4,3,23,1
1223,51.751175,0,10,4,7,44,1
1224,23.144264,0,3,1,2,25,0
1225,58.628555,1,8,4,8,35,1
1226,43.676632,0,7,1,7,23,0
1227,32.750591,1,4,6,1,35,1
1228,49.062748,1,6,8,5,38,1
1229,51.925068,1,3,7,7,45,1
1230,44.926411,1,6,5,5,48,1
1231,49.706856,1,1,6,8,33,1
1232,39.203117,0,7,1,6,21,0
1233,33.318947,0,9,1,2,43,1
1234,41.627701,1,7,8,2,45,1
1235,65.681549,0,8,8,10,53,1
1236,40.184509,1,4,7,4,25,1
1237,50.125992,0,9,9,4,45,1
1238,36.426384,0,8,1,4,37,0
1239,59.153568,1,8,5,9,52,1
1240,59.055172,0,7,9,9,33,1
1241,63.980068,1,8,7,9,26,1
1242,52.369656,1,5,7,6,36,1
1243,43.882927,1,5,7,4,28,1
1244,32.904377,1,3,6,2,37,1
1245,36.174007,1,4,2,3,40,0
1246,63.259239,0,8,8,10,43,1
1247,35.653011,1,4,7,1,34,1
1248,49.323547,0,1,8,8,44,1
1249,53.239765,1,6,5,8,25,1
1250,58.689381,0,8,8,8,32,1
1251,26.989967,0,6,1,1,32,0
1252,51.073582,0,8,10,5,44,1
1253,52.960285,0,3,10,7,57,1
1254,49.274025,1,5,3,7,46,1
1255,32.256351,0,10,4,1,51,1
1256,30.537567,1,4,6,2,29,1
1257,34.6464,0,10,7,1,54,1
1258,52.199635,1,3,8,7,49,1
1259,50.724792,0,1,8,8,53,1
1260,53.400501,1,4,7,7,58,1
1261,26.75577,0,3,1,2,35,0
1262,39.417995,0,2,2,7,36,0
1263,33.563549,1,5,2,2,52,0
1264,56.742893,1,5,7,9,49,1
1265,45.639812,1,3,6,6,42,1
1266,38.033749,1,9,5,1,48,1
1267,28.451443,0,2,8,1,36,1
1268,52.581188,1,3,5,8,27,1
1269,41.258823,1,3,5,5,34,1
1270,50.226727,1,5,7,6,56,1
1271,39.610928,1,6,6,3,28,1
1272,36.788586,1,3,7,2,38,1
1273,53.490475,0,9,9,6,54,1
1274,40.78352,0,10,5,2,39,1
1275,41.251465,0,2,10,5,44,1
1276,49.637966,1,7,6,6,35,1
1277,44.305931,1,3,7,4,33,1
1278,34.68222,0,9,8,1,36,1
1279,51.152115,1,2,3,9,25,1
1280,39.060333,1,4,2,4,25,0
1281,36.951096,1,7,5,1,50,1
1282,64.298149,1,6,5,10,39,1
1283,39.214409,1,2,5,4,34,1
1284,47.673954,1,3,2,7,38,0
1285,47.282619,0,8,9,5,44,1
1286,54.586605,0,8,8,7,35,1
1287,54.076344,1,3,5,9,31,1
1288,47.089924,0,10,7,5,48,1
1289,32.242195,1,4,3,2,35,0
1290,29.930092,0,2,9,1,22,1
1291,42.845005,1,5,8,4,32,1
1292,55.326977,1,5,3,10,53,1
1293,31.6409,1,7,4,1,44,1
1294,36.608768,1,9,5,1,59,1
1295,68.436203,0,10,8,10,45,1
1296,44.22916,0,5,9,4,30,1
1297,54.807098,1,6,4,9,42,1
1298,42.775345,0,8,8,3,42,1
1299,48.023167,0,10,2,6,49,0
1300,38.070297,0,10,7,2,33,1
1301,42.126408,1,3,4,6,32,0
1302,51.723457,0,2,8,8,50,1
1303,48.305073,0,7,9,5,46,1
1304,37.819141,1,3,3,5,47,1
1305,48.115124,1,2,7,6,37,1
1306,51.519321,0,3,1,9,32,0
1307,51.402103,0,9,10,5,47,1
1308,39.963871,1,6,3,4,39,1
1309,52.159664,1,3,6,7,44,1
1310,45.944622,1,7,2,7,45,0
1311,35.291988,1,1,5,3,32,1
1312,65.448006,0,5,10,10,51,1
1313,56.376896,0,10,9,7,64,1
1314,52.011192,1,9,7,6,54,1
1315,47.907597,0,2,8,7,39,1
1316,38.247871,0,9,9,2,52,1
1317,40.89666,0,2,2,7,33,1
1318,57.462521,0,10,8,7,67,1
1319,50.428799,1,9,5,6,42,1
1320,50.984455,1,2,5,8,56,1
1321,63.442116,0,10,4,10,50,1
1322,61.847305,0,7,10,10,46,1
1323,58.962376,0,10,3,10,42,0
1324,49.438023,0,7,1,9,37,0
1325,28.363085,0,1,10,1,30,1
1326,45.858009,0,10,9,3,61,1
1327,32.942898,1,6,2,2,31,0
1328,53.424278,1,3,8,6,45,1
1329,25.535639,0,1,2,2,48,1
1330,47.39135,0,10,3,5,23,1
1331,35.14452,1,2,3,4,32,1
1332,51.709576,0,5,9,6,60,1
1333,48.35664,0,9,10,4,41,1
1334,50.478695,0,10,3,6,22,0
1335,43.02578,0,6,9,2,30,1
1336,34.943886,1,1,7,2,40,1
1337,31.954967,1,4,5,2,51,1
1338,52.99276,1,8,6,6,43,1
1339,54.285019,0,9,8,7,47,1
1340,34.612259,1,7,5,1,40,1
1341,61.487167,1,9,7,9,39,1
1342,42.485367,1,7,4,4,31,1
1343,56.193897,1,6,8,6,40,1
1344,32.655598,1,2,3,4,38,0
1345,42.573879,1,5,3,4,46,0
1346,54.579514,0,2,9,10,39,1
1347,48.298229,1,1,5,7,28,1
1348,41.858082,0,5,10,3,33,1
1349,43.814293,1,7,2,6,35,1
1350,45.901009,0,2,9,6,39,1
1351,52.564075,1,7,8,5,46,1
1352,23.950047,0,5,1,1,40,0
1353,63.602692,0,6,9,10,55,1
1354,46.15873,1,3,6,6,39,1
1355,46.084087,0,7,1,8,26,0
1356,42.487236,1,4,7,4,27,1
1357,45.537701,0,10,9,3,50,1
1358,56.16053,1,8,5,8,47,1
1359,47.977516,1,3,8,7,34,1
1360,54.900589,1,2,6,10,23,1
1361,43.265186,1,6,8,2,52,1
1362,41.917992,1,7,5,4,39,1
1363,35.213097,0,9,1,4,29,0
1364,62.556591,1,9,5,8,29,1
1365,36.837154,0,3,9,3,29,1
1366,25.305563,0,6,1,2,39,0
1367,41.413616,1,6,3,4,41,1
1368,37.067577,1,1,4,4,41,1
1369,40.540081,0,2,10,4,29,1
1370,49.799706,1,2,6,7,45,1
1371,43.735039,0,7,1,6,30,0
1372,47.425877,0,4,9,7,52,1
1373,51.22113,1,4,4,7,44,1
1374,50.318413,1,7,8,5,37,1
1375,28.204556,0,9,2,1,44,0
1376,36.026554,1,9,4,1,31,1
1377,60.464222,0,7,10,9,33,1
1378,36.889816,0,10,2,3,38,0
1379,41.128696,0,1,2,7,41,1
1380,41.189568,1,4,2,5,29,0
1381,41.368217,0,8,9,1,45,1
1382,51.569477,0,4,9,8,35,1
1383,32.128834,0,1,1,5,33,0
1384,34.713356,0,2,8,3,41,1
1385,30.125465,0,3,1,3,41,1
1386,30.669735,1,1,6,2,34,1
1387,39.903412,1,1,7,3,42,1
1388,31.92753,0,2,9,1,40,1
1389,57.078609,0,10,1,10,46,0
1390,36.626949,1,2,6,3,42,1
1391,58.934563,1,2,7,10,28,1
1392,42.78117,1,5,3,5,33,0
1393,46.72208,0,2,8,6,35,1
1394,43.080807,0,6,10,4,47,1
1395,61.714767,1,8,7,9,55,1
1396,39.15641,1,6,4,3,34,0
1397,23.58218,0,7,1,1,36,0
1398,41.488438,1,1,7,4,24,1
1399,38.104572,0,4,10,3,35,1
1400,42.289192,1,1,5,7,27,1
1401,59.881924,1,5,6,10,37,1
1402,60.951725,0,10,7,8,26,1
1403,48.599651,1,4,7,5,22,1
1404,52.596134,1,9,7,5,51,1
1405,42.933369,1,7,7,2,47,1
1406,33.949196,0,10,2,2,46,0
1407,51.146572,1,3,8,7,22,1
1408,48.600243,0,5,9,6,51,1
1409,32.726326,0,1,8,2,48,1
1410,46.522877,0,8,10,3,43,1
1411,36.57172,0,8,1,5,46,1
1412,38.264587,1,1,5,3,40,1
1413,47.435638,1,9,5,4,28,1
1414,45.145573,1,4,8,5,27,1
1415,38.553936,0,5,1,6,29,1
1416,43.72924,1,4,7,5,54,1
1417,53.436367,1,5,3,9,35,0
1418,38.123302,1,9,6,2,32,1
1419,29.387554,1,5,4,1,59,1
1420,39.659149,0,2,1,7,39,0
1421,45.01421,1,3,6,6,36,1
1422,37.250748,1,6,3,3,44,0
1423,24.860935,0,2,1,2,23,0
1424,55.612896,0,5,10,8,46,1
1425,56.134167,1,6,7,9,52,1
1426,52.504307,1,3,3,9,27,0
1427,60.251743,1,7,8,9,51,1
1428,58.685848,1,2,5,10,30,1
1429,35.632847,1,4,4,3,36,1
1430,52.079685,0,10,1,8,38,1
1431,59.122017,1,7,6,9,28,1
1432,43.734898,0,2,2,9,29,0
1433,46.171017,1,3,4,7,32,1
1434,44.664806,0,10,8,4,35,1
1435,36.229244,1,3,4,4,55,0
1436,39.020374,1,9,6,2,47,1
1437,56.635956,1,8,6,7,31,1
1438,39.065262,0,8,8,2,50,1
1439,41.15366,0,5,10,3,43,1
1440,51.931023,0,10,8,5,42,1
1441,53.481255,0,7,10,8,42,1
1442,30.271851,1,3,4,1,50,1
1443,48.069401,1,6,4,7,43,1
1444,63.028416,0,9,10,8,60,1
