rides_request,price,rides_accepted
2780,2.5,1984
1831,2,1465
4958,3.5,3061
3552,3,2167
4510,3.5,2742
4358,3.5,2505
4209,3.5,2131
3739,3,2433
4811,3.5,2950
3394,3,2144
4552,3.5,2763
4138,3.5,2369
1959,2,1592
3867,3,2556
1565,2,1196
2601,2.5,1831
2851,2.5,2052
4322,3.5,2427
4044,3.5,2338
2505,2.5,1737
2106,2.5,1321
1917,2,1608
2710,2.5,1913
4572,3.5,2574
3652,3,2378
3138,3,1894
4593,3.5,2803
2737,2.5,1903
3817,3,2528
2221,2.5,1452
1472,2,1150
4764,3.5,2965
2129,2.5,1404
4807,3.5,2916
2174,2.5,1383
4410,3.5,2617
2311,2.5,1567
1433,2,1163
4350,3.5,2559
1727,2,1420
4743,3.5,2949
1603,2,1322
2310,2.5,1547
4747,3.5,2908
4577,3.5,2797
2403,2.5,1587
3374,3,2116
3497,3,2164
3912,3,2481
4427,3.5,2672
3388,3,2124
2507,2.5,620
2871,2.5,1784
3732,3,2436
1730,2,1439
2326,2.5,1309
4930,3.5,2983
4699,3.5,2907
3856,3,2038
3125,3,1421
2716,2.5,1898
2655,2.5,1837
2613,2.5,1842
2404,2.5,1624
4177,3.5,2404
2090,2.5,1341
2169,2.5,1339
3805,3,2432
3154,3,1904
1706,2,1150
1955,2,1597
2433,2.5,1648
4150,3.5,2392
3227,3,1983
2317,2.5,1553
1499,2,1153
4188,3.5,2318
4562,3.5,2727
3821,3,2527
4495,3.5,2717
2380,2.5,1544
2563,2.5,1707
3923,3,2599
2891,2.5,2070
1980,2,1644
3071,3,1777
1797,2,1485
1841,2,1535
2352,2.5,1596
4436,3.5,2641
4724,3.5,2939
2109,2.5,1326
4755,3.5,2929
2905,2.5,1780
2329,2.5,1566
3570,3,1870
2145,2.5,1420
2551,2.5,1750
2610,2.5,1455
4216,3.5,2452
3265,3,1995
4931,3.5,3117
3554,3,2278
3376,3,2128
3678,3,2399
2234,2.5,1488
3770,3,2402
4001,3.5,2285
4172,3.5,2312
2556,2.5,1765
4402,3.5,2598
3436,3,2141
2984,2.5,2117
4660,3.5,2873
4003,3.5,2223
3474,3,2143
3429,3,2096
4997,3.5,2995
4159,3.5,2402
4006,3.5,2297
2804,2.5,1987
3600,3,2253
1607,2,1240
1881,2,1574
1747,2,1207
2097,2.5,1348
4187,3.5,2453
1905,2,1594
4060,3.5,2233
1827,2,1520
4933,3.5,3100
4094,3.5,2365
3700,3,2412
2079,2.5,1328
2312,2.5,1534
4441,3.5,2683
2852,2.5,1985
1831,2,1499
1907,2,1591
4443,3.5,2622
4639,3.5,2535
1543,2,1233
4745,3.5,2842
4198,3.5,2467
3538,3,2246
1719,2,1381
1792,2,1475
1919,2,1610
4252,3.5,2466
3427,3,2099
4903,3.5,3050
1986,2,1671
3375,3,2097
4230,3.5,2342
4676,3.5,2900
1574,2,1300
2287,2.5,1501
1732,2,1380
3613,3,2207
3111,3,1860
2902,2.5,2076
4276,3.5,2522
3229,3,1990
2166,2.5,1412
2631,2.5,1841
3921,3,2468
3647,3,2362
4447,3.5,2688
2335,2.5,1539
2058,2.5,1287
4021,3.5,2140
2382,2.5,1633
1536,2,1242
3072,3,1829
3901,3,2402
3802,3,2437
4390,3.5,2574
2169,2.5,1398
2828,2.5,2028
3592,3,2217
2073,2.5,1295
2960,2.5,2154
2171,2.5,1433
3875,3,2508
1628,2,1356
2571,2.5,1744
4991,3.5,3181
1847,2,1549
2020,2.5,1283
4656,3.5,2831
2332,2.5,1484
4777,3.5,2953
2909,2.5,2089
2067,2.5,1325
3771,3,2437
3913,3,2588
2820,2.5,2025
2952,2.5,2152
2975,2.5,2094
2582,2.5,1550
3503,3,2188
3940,3,2593
4921,3.5,3085
2321,2.5,1414
4257,3.5,2471
4907,3.5,3098
1669,2,1388
4981,3.5,3164
2853,2.5,1845
2649,2.5,1843
1608,2,1334
3343,3,2102
3353,3,2059
3064,3,1629
3492,3,2154
4365,3.5,2511
3281,3,1870
2776,2.5,1933
3744,3,2446
1531,2,1229
4288,3.5,2486
4074,3.5,2251
4210,3.5,2298
2237,2.5,1475
3301,3,1898
3413,3,2081
3195,3,1927
1940,2,1175
4619,3.5,2812
2131,2.5,1388
2837,2.5,1931
2633,2.5,1833
4742,3.5,2935
2414,2.5,1651
4295,3.5,2509
4077,3.5,2351
4912,3.5,3077
1977,2,1395
3845,3,2525
3457,3,1848
3630,3,2135
2774,2.5,1945
2822,2.5,1884
1700,2,1392
2049,2.5,1092
4818,3.5,2995
3321,3,2064
1799,2,1310
2303,2.5,1535
3605,3,2285
2541,2.5,1757
4813,3.5,3003
1668,2,1371
4413,3.5,2619
2417,2.5,1572
4578,3.5,2590
2277,2.5,1486
1485,2,1221
3050,3,1692
4198,3.5,2459
1680,2,1390
4055,3.5,2306
2736,2.5,1808
3743,3,2440
3050,3,1821
1417,2,1087
1512,2,1129
3405,3,2010
4777,3.5,2968
1538,2,1251
3194,3,1913
2554,2.5,1782
3815,3,2420
2184,2.5,1393
4166,3.5,2435
1616,2,1292
4832,3.5,2925
4328,3.5,2586
2208,2.5,1240
2550,2.5,1748
3627,3,2282
3423,3,2026
3870,3,2511
3989,3,2624
1946,2,1642
4681,3.5,2802
4904,3.5,3093
2369,2.5,1597
2703,2.5,1918
4733,3.5,2893
4816,3.5,2655
2306,2.5,1533
3205,3,1846
2273,2.5,1362
2509,2.5,1548
2468,2.5,1657
2731,2.5,1940
3896,3,2589
3086,3,1865
3288,3,1931
3100,3,1797
4080,3.5,2345
3522,3,2232
4939,3.5,3139
4495,3.5,2676
4551,3.5,2774
4002,3.5,2267
2784,2.5,1908
3043,3,1776
3669,3,2362
2867,2.5,2062
4163,3.5,1843
2825,2.5,1972
3245,3,1995
2664,2.5,1849
3294,3,2033
3690,3,2314
2806,2.5,1984
2537,2.5,1347
2252,2.5,1517
1627,2,1258
3673,3,2401
1948,2,1533
2054,2.5,1284
2191,2.5,1370
2806,2.5,1893
3042,3,1739
4927,3.5,3072
3398,3,1960
2218,2.5,1406
1494,2,1196
2217,2.5,1428
4830,3.5,3016
4317,3.5,2554
1429,2,1165
3304,3,2020
3385,3,2100
1707,2,1430
2611,2.5,1655
1828,2,1493
1457,2,1143
1867,2,1479
3405,3,2127
3154,3,1886
3079,3,32
3860,3,2473
1927,2,1482
3236,3,1980
3876,3,2570
4305,3.5,2510
3988,3,2640
4412,3.5,2588
3652,3,2367
1668,2,1334
2563,2.5,1771
2599,2.5,1772
3796,3,2481
3580,3,2190
1967,2,1640
2132,2.5,1408
1464,2,1191
3657,3,2376
2377,2.5,1624
4379,3.5,2521
2324,2.5,1522
2200,2.5,1438
2065,2.5,1338
3784,3,2366
4985,3.5,3079
1673,2,1364
3128,3,1902
3263,3,2032
4153,3.5,2353
4166,3.5,2425
3396,3,2136
3013,3,1760
3361,3,2094
4576,3.5,2752
4763,3.5,2970
3114,3,1885
4978,3.5,3176
4699,3.5,2848
1834,2,1529
4154,3.5,2421
2670,2.5,1851
4102,3.5,2370
1420,2,1099
3149,3,1817
2374,2.5,1560
1489,2,1222
4966,3.5,3140
2076,2.5,1363
2802,2.5,1960
1897,2,1559
4709,3.5,2907
2613,2.5,1813
3880,3,2544
2130,2.5,1397
4700,3.5,2919
4068,3.5,2340
1935,2,1601
2762,2.5,1961
3411,3,2093
4247,3.5,2487
1705,2,1414
3225,3,1876
3964,3,2189
1578,2,1312
3376,3,2097
4901,3.5,3083
1678,2,1336
3907,3,2538
2496,2.5,1736
2113,2.5,1280
4858,3.5,2998
4478,3.5,2710
3248,3,1964
1613,2,1300
2677,2.5,1558
3001,3,1665
3353,3,2090
4119,3.5,2358
2118,2.5,1393
4290,3.5,2548
4524,3.5,2710
3703,3,2412
3198,3,1919
2905,2.5,2005
3288,3,2020
3910,3,2582
1652,2,1370
4577,3.5,2748
3541,3,2078
2009,2.5,1284
4566,3.5,2775
1593,2,1325
1439,2,1165
2300,2.5,1487
4083,3.5,2246
3809,3,2354
2738,2.5,1951
2304,2.5,1537
1473,2,1138
2384,2.5,1571
4500,3.5,2652
4400,3.5,2625
4286,3.5,2552
1854,2,1502
4791,3.5,2845
3156,3,1923
3270,3,2019
2176,2.5,1118
2968,2.5,2059
4139,3.5,2417
3633,3,2341
4177,3.5,2405
3311,3,2067
2734,2.5,1946
3473,3,1773
4247,3.5,2360
3081,3,1833
2650,2.5,1846
2180,2.5,1425
4413,3.5,2615
2685,2.5,1738
4357,3.5,2599
3421,3,2064
4158,3.5,2415
4976,3.5,3157
2472,2.5,1712
4043,3.5,2317
4428,3.5,2633
2509,2.5,1665
2897,2.5,2082
1544,2,1116
4476,3.5,2716
1994,2,1610
1730,2,1411
2279,2.5,1515
2035,2.5,1169
3961,3,2582
3834,3,2522
2076,2.5,1297
2032,2.5,1294
3045,3,1782
1444,2,1180
3347,3,2079
1842,2,1506
2771,2.5,1930
2333,2.5,1519
3248,3,1967
3057,3,1711
4353,3.5,2584
3073,3,1783
1728,2,1414
3358,3,2053
1626,2,1359
2160,2.5,1416
4486,3.5,2373
4583,3.5,2735
4943,3.5,3128
4400,3.5,2595
3678,3,2379
1464,2,1186
3456,3,2204
1744,2,1427
3487,3,2060
3211,3,1928
2439,2.5,1634
1839,2,1313
2141,2.5,1338
1760,2,1467
1539,2,1200
4439,3.5,2616
2813,2.5,2019
3498,3,993
4888,3.5,3070
2823,2.5,1921
4618,3.5,2846
4110,3.5,2239
3309,3,1983
4108,3.5,2321
3159,3,1840
1527,2,1225
4171,3.5,2437
2161,2.5,1413
4681,3.5,2871
2362,2.5,1463
3401,3,2128
4126,3.5,2282
4615,3.5,2847
2665,2.5,1884
3219,3,1949
1964,2,1632
3924,3,2617
2126,2.5,1405
1609,2,1087
4911,3.5,2885
3463,3,2096
2306,2.5,1497
2141,2.5,1420
1518,2,1240
3301,3,2053
3022,3,1758
1990,2,1604
1622,2,1318
2171,2.5,1416
4587,3.5,2806
4959,3.5,3121
2125,2.5,1328
4374,3.5,2617
1756,2,1455
4675,3.5,2624
4299,3.5,2482
4030,3.5,2322
3027,3,1781
4770,3.5,2977
3271,3,1977
4882,3.5,3046
4324,3.5,2511
4116,3.5,2135
1849,2,1498
1521,2,834
2199,2.5,1454
2202,2.5,1398
1541,2,1126
2213,2.5,1445
2398,2.5,1537
3202,3,1974
2954,2.5,2141
4897,3.5,3088
2863,2.5,2027
3519,3,2224
1901,2,1544
4062,3.5,2320
1745,2,1428
2819,2.5,2011
3664,3,2381
1875,2,1491
3215,3,1390
1985,2,1673
3963,3,2574
4796,3.5,2900
4079,3.5,2335
4100,3.5,2368
1515,2,1209
1472,2,988
2284,2.5,1528
2592,2.5,1779
3514,3,2214
3431,3,2067
3583,3,2276
4377,3.5,2580
3844,3,2540
1863,2,1491
3303,3,2049
3722,3,2378
2488,2.5,1632
3926,3,2502
4787,3.5,2970
4073,3.5,2261
2254,2.5,1376
3192,3,1931
2130,2.5,1337
2932,2.5,2056
2240,2.5,1411
3408,3,2057
4291,3.5,2517
3990,3,2670
3168,3,1915
4541,3.5,2707
1943,2,1632
3332,3,2026
2538,2.5,1718
4119,3.5,2371
2363,2.5,1513
4229,3.5,2499
4499,3.5,2720
1974,2,1608
3716,3,2430
1739,2,1424
2147,2.5,806
4095,3.5,2288
2576,2.5,1683
1633,2,1342
2473,2.5,1701
4988,3.5,3083
3030,3,1691
1549,2,1221
2977,2.5,2170
4537,3.5,2730
4607,3.5,2810
3038,3,1737
3447,3,2120
4170,3.5,2443
3902,3,2568
3473,3,2115
4614,3.5,2831
2149,2.5,1391
3729,3,2364
2618,2.5,1834
4684,3.5,2880
2459,2.5,1681
2808,2.5,1912
3472,3,2193
2063,2.5,1348
3235,3,1939
3260,3,2017
3453,3,2149
4469,3.5,2669
4009,3.5,2263
3720,3,1659
4515,3.5,2657
4921,3.5,3098
3841,3,2512
4091,3.5,2371
3413,3,2120
1488,2,1126
3006,3,1783
4973,3.5,3116
4271,3.5,2519
2152,2.5,1412
4634,3.5,2811
1793,2,1431
4623,3.5,2750
3880,3,2466
4411,3.5,2651
3696,3,2398
3260,3,1965
1786,2,1493
3910,3,2537
1522,2,1232
1880,2,1554
2781,2.5,1947
4941,3.5,3106
3496,3,2217
3118,3,1875
2391,2.5,1565
2823,2.5,1841
2334,2.5,1500
2525,2.5,1723
2584,2.5,1706
2918,2.5,2092
3134,3,1733
4831,3.5,3014
2445,2.5,1525
3236,3,1958
4597,3.5,2699
4885,3.5,2896
2323,2.5,1543
2136,2.5,1336
2898,2.5,2025
3861,3,2548
2505,2.5,1738
2596,2.5,1675
4126,3.5,2393
4523,3.5,2710
2145,2.5,1420
2779,2.5,1955
4543,3.5,2771
2004,2.5,1268
4707,3.5,2885
2565,2.5,1717
1456,2,1183
2926,2.5,2097
3564,3,2297
4089,3.5,2367
4100,3.5,2383
3726,3,2389
2729,2.5,1835
2621,2.5,1661
3042,3,1818
4256,3.5,2496
1818,2,1427
4500,3.5,2679
1485,2,534
4891,3.5,3037
4223,3.5,2314
3629,3,2032
2028,2.5,1213
4657,3.5,2821
4916,3.5,2905
2889,2.5,2078
1438,2,1153
4076,3.5,2349
4904,3.5,3042
4615,3.5,2613
3912,3,2582
2960,2.5,2083
2949,2.5,2087
3767,3,2418
3558,3,2281
3888,3,2579
3619,3,2337
2185,2.5,1457
4677,3.5,2839
3405,3,2145
4800,3.5,2940
3751,3,2458
4564,3.5,2795
3066,3,1846
4240,3.5,2236
1927,2,1552
1736,2,1148
4656,3.5,2858
2448,2.5,1548
1462,2,1207
2663,2.5,1856
3293,3,2048
3293,3,2045
3973,3,2350
3960,3,2631
3971,3,2641
2828,2.5,1977
1493,2,1109
3584,3,2238
4617,3.5,2803
2713,2.5,1784
3186,3,1867
3833,3,2458
4544,3.5,2690
1873,2,1556
2896,2.5,2086
4204,3.5,2343
4614,3.5,2810
1639,2,1260
4758,3.5,2973
1491,2,1209
2436,2.5,1437
3942,3,2473
3495,3,2223
2113,2.5,1367
2200,2.5,1348
4222,3.5,2373
3547,3,2262
1564,2,1231
3261,3,1883
4120,3.5,2385
4966,3.5,3139
2302,2.5,1474
1958,2,1532
3257,3,2021
3905,3,2533
3958,3,2641
3546,3,2086
1758,2,1353
2307,2.5,1558
3159,3,1908
4179,3.5,2341
4485,3.5,2689
1702,2,1416
2909,2.5,1913
4307,3.5,2527
4636,3.5,2858
1836,2,1451
3808,3,2484
2158,2.5,1381
1577,2,1278
4564,3.5,2790
2154,2.5,1296
3108,3,1834
3993,3,2669
2107,2.5,1015
4426,3.5,2635
4011,3.5,2290
4439,3.5,2644
2673,2.5,1899
1482,2,1203
3499,3,2222
4413,3.5,2658
3452,3,2126
4982,3.5,2922
2785,2.5,1978
2860,2.5,2059
3993,3,2655
2005,2.5,1272
3705,3,2270
2162,2.5,1408
2830,2.5,2012
4827,3.5,3005
4895,3.5,3079
4084,3.5,2325
4371,3.5,2527
4786,3.5,2932
4990,3.5,3130
2345,2.5,1486
4870,3.5,3049
1672,2,1319
3222,3,1870
2604,2.5,1806
2694,2.5,1703
4071,3.5,2258
4357,3.5,2546
2086,2.5,1362
3348,3,2055
2615,2.5,1733
2471,2.5,1698
4800,3.5,2962
3352,3,1785
4556,3.5,2696
2175,2.5,1355
4386,3.5,2377
2815,2.5,1997
4205,3.5,2321
3729,3,2433
1500,2,1238
4927,3.5,3102
4670,3.5,2867
1423,2,1141
1593,2,1324
2567,2.5,1778
3860,3,2546
3850,3,2553
2448,2.5,1538
4848,3.5,3062
4137,3.5,2194
2221,2.5,1333
4667,3.5,2791
2141,2.5,1387
3248,3,1791
3039,3,1763
2812,2.5,2003
2360,2.5,1553
2321,2.5,1516
4657,3.5,2418
2155,2.5,1376
4391,3.5,2627
4245,3.5,2234
3181,3,1955
3969,3,2632
4999,3.5,3155
4124,3.5,2389
3882,3,2308
3193,3,1442
3090,3,1837
2719,2.5,1826
1619,2,1335
2108,2.5,1342
4968,3.5,3142
4082,3.5,2141
4116,3.5,2376
3820,3,2087
4365,3.5,2581
3228,3,1972
2629,2.5,1507
3208,3,1911
2595,2.5,1773
3776,3,2436
1426,2,1175
4146,3.5,2412
3049,3,1646
1712,2,1388
2784,2.5,1934
4609,3.5,2801
3510,3,2167
4551,3.5,2675
4503,3.5,2726
4831,3.5,3015
2792,2.5,1918
3742,3,2459
2130,2.5,1363
3357,3,1938
4642,3.5,2854
2586,2.5,1769
4650,3.5,2835
3492,3,2069
3428,3,1956
3293,3,1961
3423,3,2109
2923,2.5,2091
2356,2.5,1549
4004,3.5,0
2497,2.5,1679
3975,3,2618
1607,2,1331
3043,3,1818
3593,3,2253
4519,3.5,2343
3064,3,1834
2329,2.5,1030
4583,3.5,2806
4527,3.5,2628
4938,3.5,3105
2150,2.5,1413
2447,2.5,1549
3937,3,2614
3485,3,2162
1710,2,1379
4845,3.5,3052
3627,3,2310
4249,3.5,2486
2889,2.5,1814
1863,2,1574
1453,2,1178
2135,2.5,1288
2343,2.5,1583
4403,3.5,2649
3902,3,2585
3528,3,2255
1914,2,1550
4746,3.5,2947
4661,3.5,2893
4950,3.5,3144
4763,3.5,2890
1417,2,1097
3582,3,2208
2894,2.5,1917
1480,2,1078
2813,2.5,1891
2870,2.5,2064
2870,2.5,2060
1896,2,1574
2229,2.5,1353
2628,2.5,1859
2772,2.5,1835
2663,2.5,1691
2396,2.5,1464
4170,3.5,2411
2284,2.5,1525
4302,3.5,2479
3809,3,2416
2390,2.5,1618
4765,3.5,2964
1786,2,1490
3352,3,2017
2392,2.5,1618
3708,3,2400
3408,3,1938
4037,3.5,2223
3422,3,2166
4927,3.5,3112
4049,3.5,2286
4479,3.5,2697
4745,3.5,2943
4531,3.5,2755
4087,3.5,2364
3329,3,1883
3987,3,2533
3970,3,2648
4704,3.5,2896
1986,2,1637
2715,2.5,1931
2175,2.5,1440
3960,3,2619
1730,2,1397
3057,3,1799
4116,3.5,2367
4921,3.5,3062
3050,3,1800
3678,3,2371
4937,3.5,3124
4528,3.5,2771
4389,3.5,2259
3441,3,2190
3323,3,1952
2186,2.5,1451
4859,3.5,2989
2183,2.5,1253
3888,3,2567
4719,3.5,2927
1596,2,1210
2146,2.5,1327
3666,3,2381
2840,2.5,1938
2516,2.5,1748
3667,3,2267
4214,3.5,2386
4631,3.5,2844
2400,2.5,1562
4217,3.5,2486
3180,3,1891
3258,3,2022
1811,2,1513
1650,2,1375
1620,2,1322
4799,3.5,3002
4024,3.5,2318
4093,3.5,2364
1921,2,1593
3321,3,1957
4680,3.5,2826
2747,2.5,1925
2615,2.5,1736
3888,3,2542
4593,3.5,2761
1680,2,1255
3770,3,2407
3094,3,1827
2961,2.5,2128
3776,3,2253
3261,3,2021
2500,2.5,1744
4624,3.5,2803
3361,3,2019
3132,3,1860
4659,3.5,2802
1686,2,1358
1604,2,1331
1837,2,1433
4077,3.5,2346
2362,2.5,1597
3835,3,2535
1461,2,1158
3038,3,1795
2355,2.5,1504
4249,3.5,2315
2408,2.5,1662
3324,3,2010
3838,3,2472
1848,2,1408
2634,2.5,1641
2804,2.5,1992
4604,3.5,2835
3276,3,2008
2828,2.5,2013
1859,2,1408
2253,2.5,1486
2879,2.5,2080
3890,3,2550
1543,2,1246
3000,2.5,2026
3339,3,1817
3432,3,2174
2731,2.5,1948
3656,3,2337
4576,3.5,2753
1585,2,1316
4407,3.5,2592
3082,3,1830
4809,3.5,2917
1664,2,1369
2254,2.5,1487
2195,2.5,1337
1715,2,1403
3886,3,2578
4871,3.5,2616
4735,3.5,2890
4287,3.5,2542
4591,3.5,2807
2044,2.5,1302
3300,3,1441
3193,3,1826
1530,2,1117
1563,2,1279
3153,3,1813
2047,2.5,1125
2735,2.5,1870
2021,2.5,1150
3374,3,2121
1484,2,1177
2543,2.5,1556
2771,2.5,1860
3034,3,1817
4032,3.5,2310
4046,3.5,2294
2835,2.5,2027
2662,2.5,1814
2217,2.5,1461
2555,2.5,1740
4668,3.5,2860
3599,3,2283
4742,3.5,2782
4943,3.5,3100
2523,2.5,1748
4960,3.5,3146
2267,2.5,1536
4040,3.5,2324
3084,3,1804
2823,2.5,1982
4826,3.5,2996
4884,3.5,3028
2528,2.5,1763
3884,3,2570
3453,3,2112
3306,3,2061
2593,2.5,1397
3868,3,2547
2872,2.5,2070
1493,2,1227
2587,2.5,1777
4797,3.5,3000
2276,2.5,1480
2117,2.5,1318
2907,2.5,2064
1465,2,1124
2701,2.5,1806
3177,3,1942
2426,2.5,1566
2136,2.5,1371
1555,2,1256
4173,3.5,2452
2483,2.5,1577
4754,3.5,2807
3295,3,2034
1642,2,1336
3003,3,1758
1930,2,1616
1611,2,1316
3187,3,1950
3610,3,2181
2368,2.5,998
2870,2.5,2078
2188,2.5,1364
3375,3,2058
4849,3.5,3052
4023,3.5,2171
2056,2.5,1263
3325,3,2082
2413,2.5,1551
2073,2.5,1307
2347,2.5,1502
3691,3,2371
4842,3.5,3049
3787,3,2403
1677,2,1369
3409,3,2149
4091,3.5,2342
1623,2,1203
1531,2,1269
1593,2,1306
4072,3.5,2287
2828,2.5,1975
1854,2,1430
2570,2.5,1784
3331,3,2063
1645,2,1360
1580,2,1274
3916,3,2462
1805,2,1506
4319,3.5,2484
4275,3.5,2489
2729,2.5,1901
4906,3.5,3106
2364,2.5,1567
4175,3.5,2266
3773,3,2486
4711,3.5,2930
2592,2.5,1816
4836,3.5,3041
4138,3.5,2373
4720,3.5,2719
3512,3,2222
1928,2,1529
2985,2.5,2079
2235,2.5,1431
2784,2.5,1976
3361,3,2005
2208,2.5,1467
2294,2.5,1543
4097,3.5,2315
4888,3.5,3072
2306,2.5,1561
2532,2.5,1594
4623,3.5,2846
3341,3,2090
2131,2.5,1284
2942,2.5,2139
4743,3.5,2951
2693,2.5,1824
1737,2,1038
2901,2.5,2055
4338,3.5,2559
1612,2,1139
4498,3.5,2720
2793,2.5,1966
3068,3,1701
4688,3.5,2785
3408,3,2061
4153,3.5,2389
3229,3,1968
4739,3.5,2882
2839,2.5,2026
1652,2,1082
3307,3,2063
2069,2.5,1185
2586,2.5,1784
4034,3.5,2237
3450,3,2156
3136,3,1770
2466,2.5,1630
3876,3,2574
3468,3,2191
1903,2,1607
4338,3.5,2582
2269,2.5,1521
3265,3,2015
2758,2.5,1921
2296,2.5,1138
1420,2,914
2171,2.5,1204
3148,3,1901
1942,2,1638
3704,3,2427
3607,3,2273
1858,2,1335
4118,3.5,2287
4966,3.5,3153
2637,2.5,1855
3063,3,1811
2496,2.5,1636
1565,2,1286
2366,2.5,1608
3285,3,2015
4646,3.5,2749
4373,3.5,2613
2026,2.5,1314
2281,2.5,1442
3792,3,2363
1626,2,1276
1757,2,1270
3301,3,2042
2833,2.5,2035
2406,2.5,1590
4036,3.5,2310
4732,3.5,2924
4585,3.5,2743
4511,3.5,2687
2328,2.5,1516
4675,3.5,2839
4341,3.5,1729
4098,3.5,2209
1761,2,1469
4619,3.5,2828
1715,2,1414
1787,2,1435
1899,2,1598
4004,3.5,2291
2395,2.5,1501
2319,2.5,1531
4276,3.5,2357
3828,3,2453
2547,2.5,1760
1488,2,1216
4733,3.5,2884
2881,2.5,2063
2269,2.5,1517
3169,3,1903
4244,3.5,2463
3660,3,2379
3992,3,2671
4071,3.5,2249
4128,3.5,2408
2594,2.5,1597
2770,2.5,1976
2268,2.5,1514
3402,3,2145
2796,2.5,1998
3982,3,2664
3775,3,2415
3868,3,2540
2601,2.5,1733
2802,2.5,2003
2032,2.5,1319
4396,3.5,2643
2357,2.5,1516
1472,2,991
2652,2.5,1798
1820,2,1513
4659,3.5,2780
2499,2.5,1703
4836,3.5,2888
2585,2.5,1803
2786,2.5,1981
4704,3.5,2892
2663,2.5,1872
3255,3,1908
2142,2.5,1353
3183,3,1946
1562,2,1286
3288,3,2026
2413,2.5,1533
3206,3,1967
2083,2.5,1363
4602,3.5,2833
3809,3,2450
4089,3.5,2353
4021,3.5,2253
4861,3.5,3057
1541,2,1258
3242,3,1987
3390,3,2109
4578,3.5,2802
2471,2.5,1709
2192,2.5,1450
1879,2,1523
2826,2.5,2040
1977,2,1611
1722,2,1410
4684,3.5,2823
4039,3.5,2272
4443,3.5,2624
2228,2.5,1458
3109,3,1805
1726,2,1420
2159,2.5,1241
3935,3,2343
4084,3.5,2364
4692,3.5,2908
2554,2.5,1476
1932,2,1327
2537,2.5,1754
3477,3,2216
2054,2.5,1329
3814,3,2357
2015,2.5,1242
2842,2.5,2027
1787,2,1473
3094,3,1750
4923,3.5,3076
3896,3,2580
3480,3,2126
3240,3,1989
3734,3,2446
3257,3,2023
4047,3.5,2264
1756,2,1464
3056,3,1833
4255,3.5,2482
2674,2.5,1903
2883,2.5,2069
2334,2.5,1588
3467,3,2193
2299,2.5,1518
4725,3.5,2945
3431,3,2181
3362,3,2112
4752,3.5,2877
1709,2,1354
2763,2.5,1938
2107,2.5,1227
4210,3.5,2457
2614,2.5,1836
1957,2,1567
4280,3.5,2528
2625,2.5,1822
3943,3,2548
1719,2,1266
4991,3.5,3125
3092,3,1880
2352,2.5,1546
3444,3,2188
2026,2.5,1258
2541,2.5,1739
3835,3,2533
4832,3.5,3031
4095,3.5,2343
3565,3,2205
4156,3.5,2428
1916,2,1603
3382,3,2120
3154,3,1873
1977,2,1601
4967,3.5,3140
3768,3,2312
2987,2.5,2161
4099,3.5,1878
4862,3.5,2952
1702,2,1417
1684,2,1341
2161,2.5,1406
3977,3,2670
2634,2.5,1845
3159,3,1874
1646,2,1170
3001,3,1759
1632,2,1237
4828,3.5,2870
1679,2,1223
4580,3.5,2804
3561,3,2284
3711,3,2421
3856,3,2563
2960,2.5,2147
3016,3,1702
3405,3,2142
4322,3.5,2576
2859,2.5,2065
3271,3,1704
3819,3,2421
1854,2,1557
4747,3.5,2746
4603,3.5,2809
3607,3,2255
4691,3.5,2896
3489,3,2198
4950,3.5,3008
3389,3,2129
3423,3,2154
3911,3,2571
1738,2,1396
2818,2.5,2027
4785,3.5,2990
3552,3,2153
4950,3.5,3150
3176,3,1942
3485,3,2224
3973,3,2659
1835,2,1340
1642,2,1258
4362,3.5,2610
4801,3.5,2982
3547,3,2118
2005,2.5,753
2554,2.5,1760
3296,3,1925
3165,3,1636
3649,3,2341
4338,3.5,2395
1784,2,1467
3527,3,2216
1712,2,1412
4581,3.5,2653
2845,2.5,2043
3296,3,1942
2969,2.5,1998
2149,2.5,989
2041,2.5,1277
3692,3,2414
2117,2.5,1385
3727,3,2318
1996,2,1680
2586,2.5,1755
2449,2.5,1647
1812,2,1506
1615,2,1323
1623,2,1327
3630,3,2364
3370,3,1215
4420,3.5,2637
3386,3,2140
2433,2.5,1617
2502,2.5,1566
4875,3.5,3029
4169,3.5,2315
2388,2.5,1594
2093,2.5,1247
4050,3.5,2308
4809,3.5,3010
3586,3,2307
3735,3,2443
2717,2.5,1925
4641,3.5,2849
2680,2.5,1875
3691,3,2284
3307,3,2010
1832,2,1516
1862,2,1518
3139,3,1715
1554,2,1275
2767,2.5,1873
4789,3.5,3005
4985,3.5,3134
4502,3.5,2729
4206,3.5,2460
2372,2.5,1603
3485,3,1977
2876,2.5,2045
2410,2.5,1658
4500,3.5,2675
2029,2.5,1226
2890,2.5,2069
3310,3,2059
3672,3,2351
3102,3,1871
1875,2,1543
4884,3.5,3071
1611,2,1213
4217,3.5,2430
2839,2.5,2046
4375,3.5,2620
1429,2,1171
4699,3.5,2887
3978,3,2650
2160,2.5,1408
2989,2.5,2112
2161,2.5,1432
4883,3.5,2976
4368,3.5,2583
2324,2.5,1550
4022,3.5,2313
4893,3.5,3020
2742,2.5,1936
3249,3,1472
2649,2.5,1875
4307,3.5,2553
3168,3,1860
4520,3.5,2675
2564,2.5,1798
4090,3.5,2313
4407,3.5,2632
3434,3,2125
