consumer_id,income,age,house_price,unemployment_rate,urban_dummy,revenue
511,8.112339,43.882645,82.248695,.98468399,1,508.61597
512,5,37.081074,88.527702,.99436814,1,564.0567
513,5,44.539806,51.219749,.99850667,1,540.74786
514,5,45.618549,50.068707,.9945842,1,601.82532
515,5,38.979404,57.963966,.9951933,1,658.13208
516,5,40.129131,60.137226,.99584103,1,559.28247
517,8.2291985,42.687599,170.37283,.98154467,0,479.94507
518,5,44.071232,52.279518,.99931431,0,683.99426
519,5,49.141201,50.004608,.99668556,1,723.21564
520,6.3421607,45.810596,65.35125,.99397933,0,411.14685
521,7.2998424,39.92313,78.92408,.98060572,1,635.61847
522,5,42.066605,391.81393,.99488771,1,492.98471
523,5,39.166286,51.283566,.99637216,1,527.1806
524,5,45.81377,50.386654,.96341652,1,659.30304
525,5,42.753151,51.032322,.99037802,0,629.79449
526,5,43.059299,51.699398,.99631625,0,460.88321
527,5.5222554,39.839676,60.705883,.99086428,1,529.15112
528,9.8873644,38.996964,108.55851,.97320241,1,630.74054
529,5,35.823441,54.451771,.99662203,1,709.1283
530,68.069504,33.273327,795.20209,.76848489,1,411.80045
531,37.924107,42.465012,381.27496,.86764342,1,677.97388
532,9.8270779,40.514866,119.65495,.97990918,0,395.8732
533,5,41.163628,55.188877,.99658108,0,585.11255
534,5,45.266987,50.153931,.9988566,0,406.66296
535,62.816933,33.967136,628.79852,.78338677,1,483.59052
536,5,40.719585,194.242,.99711424,0,497.79587
537,13.672047,44.011272,136.76862,.96101916,1,334.68643
538,100.70981,40.99931,1007.23,.64779544,0,599.24493
539,5,44.32666,52.174702,.99699068,1,534.14899
540,5,36.07069,60.2994,.99783933,1,382.2338
541,5,39.574585,51.98687,.99041677,0,290.90237
542,8.6654367,46.737751,120.1833,.98295254,1,534.30817
543,5,37.917633,53.679382,.99755335,1,397.44745
544,5,46.104416,50.216572,.99869329,1,589.50647
545,5,34.425743,50.696281,.99653035,1,655.1405
546,5.3739367,43.406887,54.23727,.9940474,0,431.33099
547,8.782526,44.657738,88.35289,.97383291,1,551.40393
548,5,37.910496,51.601807,.96919572,1,592.24451
549,5,35.480885,51.595177,.99287796,0,489.51111
550,5.234756,41.282063,53.496304,.99218339,0,590.44305
551,5,50.140686,51.074734,.97233427,1,871.87427
552,5,40.265194,50.390835,.99186862,1,476.05283
553,5,36.526516,50.028545,.99745369,1,591.7406
554,14.777404,44.608925,148.18576,.96329135,1,577.44604
555,36.499519,39.523991,378.27887,.87852359,1,599.80078
556,5.1832895,40.135963,54.699005,.99545711,1,652.46204
557,5,39.908253,94.03936,.99757332,1,469.44193
558,5,37.959415,50.514946,.99706113,1,533.67853
559,5,45.660053,50.978325,.99234045,1,536.21979
560,32.161968,40.536716,330.57309,.89518827,1,387.66208
561,5,32.24675,63.686596,.99672085,1,567.64734
562,5,36.899452,50.68721,.99831569,1,462.57712
563,5,42.755264,53.169941,.99575293,1,525.9245
564,5,40.969303,63.344971,.99770379,0,575.39221
565,6.0093932,41.937302,62.379444,.99566561,1,670.0285
566,25.867304,39.608051,312.85733,.92183632,0,441.38367
567,5,42.557037,50.219231,.99671942,0,645.12976
568,5,37.836658,50.045055,.97237283,1,438.70615
569,5,40.945187,65.513298,.98972368,1,564.22272
570,5,34.058147,60.752892,.99945581,1,641.88385
571,19.201288,45.678841,194.24883,.92729592,1,410.93134
572,5,37.337898,50.096188,.99877155,1,560.61005
573,16.197001,45.523655,168.09119,.9570244,1,569.06293
574,5,46.202019,63.983017,.99204051,0,426.65372
575,5.5462127,46.712696,57.886604,.99588484,0,589.80579
576,5,45.616756,50.392853,.99750692,0,497.64981
577,5,47.913677,50.223911,.97573745,1,588.90118
578,11.264085,32.431965,126.42973,.97210747,1,568.46045
579,26.799673,31.289852,270.30624,.91549617,0,605.70758
580,5,42.58271,51.241634,.97860503,1,463.57013
581,5,39.765976,52.300732,.99846816,1,542.7074
582,5,42.350033,50.551762,.99962753,0,544.84772
583,5,31.634804,56.142998,.99456131,1,683.42249
584,5,41.595398,54.0858,.99920321,1,372.85895
585,5,47.606121,52.535366,.99747068,0,465.97635
586,59.834877,40.789066,603.17853,.79891622,0,560.10632
587,5,37.83279,50.069653,.99673533,1,601.08398
588,5.6016192,34.060688,56.336273,.9924072,1,455.90753
589,5,37.303608,57.895149,.99598461,0,546.3894
590,5,46.007576,53.854389,.99668831,1,549.2088
591,12.489083,49.201176,124.91538,.97130305,0,587.37653
592,9.3491812,37.480343,115.6627,.98312968,1,538.65448
593,5,37.506538,51.403214,.99737185,1,566.2196
594,28.741257,41.061356,287.48349,.91186893,1,493.17804
595,5,40.348843,60.195625,.99799287,0,312.63638
596,8.5281277,41.456783,86.666679,.95457751,0,462.1864
597,5,39.901859,61.738903,.97527689,1,404.85486
598,17.951952,36.373173,182.53687,.94658369,1,519.62933
599,5,41.428764,63.649841,.9763785,1,366.36902
600,12.661826,47.330925,150.87988,.9684,1,355.51303
601,12.678533,37.007771,127.64634,.96977448,0,547.1803
602,5,40.930344,50.621872,.99726945,1,382.27054
603,5,38.143127,50.434086,.98497337,1,411.75504
604,5,48.503819,50.72683,.99785048,0,643.80615
605,5,36.914654,50.145546,.99662417,0,275.35477
606,43.891277,37.397068,439.18881,.85642874,0,454.47787
607,13.253686,40.668774,133.31033,.95800459,1,523.32727
608,5,32.80608,175.10658,.99667943,1,574.60345
609,18.826736,43.776012,191.41432,.94776386,0,340.9733
610,73.815147,45.641575,745.52985,.74163216,1,679.33344
611,5,40.60767,58.584694,.98376554,1,542.81262
612,5,45.146893,247.35889,.99817717,1,489.67053
613,5,39.608311,58.73423,.99659216,1,485.9346
614,5,42.021355,65.776001,.98633569,1,465.21939
615,6.9945474,41.794613,182.18219,.98973984,1,622.94946
616,5,39.832771,50.18964,.9896372,0,508.79175
617,5,42.351131,59.7379,.99542135,1,489.06305
618,6.4847555,34.556561,66.837814,.985623,0,526.6983
619,164.4175,37.661144,1648.7699,.41388118,0,765.67542
620,5,39.156044,51.376926,.9982928,1,396.92679
621,5,38.689156,55.144512,.9984628,0,442.85574
622,5,46.024914,50.057251,.99782693,1,565.0592
623,5,38.396637,51.528599,.99949825,1,552.40759
624,5,42.087467,108.11069,.9981001,1,579.00092
625,5.254786,39.423801,62.103001,.99763471,1,428.86316
626,14.734505,46.474712,176.43217,.9592337,1,548.44196
627,14.984522,42.138527,180.76237,.95233417,1,592.77844
628,5,37.246574,50.783123,.99944884,1,591.72394
629,5,40.789532,65.181374,.99736267,1,487.81012
630,5,39.515881,50.701263,.99495953,0,487.64188
631,5,36.830353,50.690666,.99795115,0,643.6048
632,8.351305,38.498592,84.457321,.97915226,0,487.23856
633,10.637391,44.610947,110.41267,.97713077,1,434.68063
634,5,34.16169,50.28508,.98019677,1,604.1261
635,5,33.116989,51.899834,.99229151,1,229.34377
636,5,37.017921,53.035667,.9886713,1,472.69669
637,8.7441444,38.528576,92.06662,.98571157,1,489.33035
638,5,37.487385,134.82924,.97308069,1,582.82416
639,5,39.415668,51.78455,.99843895,1,606.44287
640,98.842888,34.918415,988.80853,.65589601,1,602.99847
641,5,38.126842,52.558495,.99907619,1,472.91644
642,11.501803,49.41695,125.43891,.96925616,0,616.45093
643,5,40.284637,50.910633,.99686372,1,555.88672
644,83.264091,38.387035,834.59546,.70093495,1,518.27393
645,64.990158,39.703598,652.04468,.77854818,0,592.35229
646,8.6833067,36.642315,87.33416,.98113626,1,568.75244
647,10.433204,43.047638,195.20941,.97536176,0,712.81628
648,74.761505,46.119186,750.06677,.73089039,1,461.56262
649,5,46.43214,52.09211,.99701977,0,529.12854
650,44.542133,36.46146,452.40491,.85494471,1,564.8382
651,5,37.024384,51.952484,.99774408,1,479.6889
652,5,34.783573,51.480457,.99728477,1,486.66486
653,12.541325,40.541821,147.07054,.97152704,1,659.70117
654,5,33.935547,50.357105,.99821162,0,795.74945
655,51.90107,36.4203,521.85284,.82616758,1,538.87445
656,5,37.517838,50.213684,.96501929,1,560.77271
657,5,41.691212,179.84171,.98678476,1,584.14459
658,5,34.845444,51.588722,.99717426,0,365.4653
659,5,38.710293,70.249893,.99439847,0,626.53595
660,5,46.901409,51.219788,.995552,1,648.9361
661,5,41.805115,60.576237,.99028021,1,511.14792
662,5,45.976151,204.66911,.99845058,0,433.81244
663,5,38.516785,256.23141,.99211019,1,418.26407
664,32.055866,40.366261,322.04391,.89829034,1,533.37622
665,5,39.551556,51.414562,.98911506,1,588.77209
666,11.392541,33.481728,120.37113,.95185858,1,668.50757
667,5,41.033215,56.65292,.99580604,1,511.46829
668,5,38.753689,50.735905,.99879712,1,617.49121
669,5,46.32011,50.180748,.98478484,1,336.11896
670,5,39.012646,50.557613,.9945147,1,614.11835
671,5,43.761906,55.660435,.99550968,1,556.59515
672,5,32.752457,50.853798,.99864519,0,608.50818
673,13.442492,43.460861,816.38281,.96784312,0,524.01782
674,8.1796427,44.867683,187.37115,.98746991,0,395.83939
675,5,33.813572,63.637817,.99384964,1,528.70544
676,53.452522,42.715508,543.46167,.81678778,1,687.43439
677,54.407558,37.757236,545.74792,.81152689,0,529.18146
678,7.9227586,42.594078,79.238747,.97068352,1,482.03168
679,5,37.759029,57.329983,.99861413,1,500.91077
680,5,43.05957,77.615616,.99572241,1,589.13269
681,5,38.32246,50.333344,.9962402,1,366.39612
682,8.5824804,46.488598,91.055527,.97537881,1,652.68378
683,14.787765,44.142376,157.04697,.9624331,1,474.88046
684,8.5759583,37.640255,91.991142,.98482698,0,426.44696
685,5,41.964752,50.862823,.99273252,1,369.71729
686,5,42.610676,51.11795,.98921281,0,455.76294
687,6.5622678,36.693306,66.460419,.98967701,1,439.05389
688,5,42.983147,83.078224,.99855453,1,418.43225
689,5,36.321159,56.495171,.99912137,1,466.81689
690,5.2919335,45.47179,54.032043,.99280095,1,533.36609
691,5,42.130291,53.413921,.99579257,1,474.99011
692,5,44.634338,50.030052,.99393392,1,537.27057
693,18.714367,39.756439,187.31969,.94699812,1,609.37921
694,33.253956,33.573315,352.05359,.89175397,0,504.91736
695,5,41.314129,79.710121,.99684936,1,674.03973
696,25.432629,40.596832,269.4375,.92371148,1,433.08743
697,201.84853,36.906132,2217.615,.27870271,1,878.54077
698,5,39.208122,50.780003,.99706709,1,499.40298
699,5,32.392467,51.039932,.99815053,1,495.84702
700,5,37.320755,50.739681,.98653781,0,539.87231
701,15.135806,39.567261,157.15538,.95839453,0,700.8551
702,5,34.133545,64.667778,.99840516,1,460.54019
703,12.82269,42.005093,131.06003,.97073537,1,557.72729
704,5,42.357742,55.23037,.99440247,1,472.01855
705,58.013618,49.248631,580.81354,.79338908,1,473.19403
706,5,42.127998,55.377213,.98185802,0,435.30521
707,5,37.303581,229.98891,.9964866,1,600.65155
708,5,41.101952,52.300255,.99693799,1,491.81348
709,5,42.26992,50.089291,.99961472,1,497.12213
710,5,44.101406,50.756721,.96918803,0,565.69391
711,5,38.795612,50.646877,.99963254,1,450.2139
712,5,46.99165,67.095802,.99919218,1,699.26544
713,6.245872,40.38192,67.896187,.99407482,1,492.90826
714,5,40.686066,73.038399,.99646717,1,405.49762
715,5,38.822964,51.461346,.99697649,1,581.41577
716,5,38.590382,56.028362,.99877036,1,580.49628
717,5,46.606846,50.07785,.99636167,1,492.21524
718,5,38.401627,55.241585,.9929468,0,340.96603
719,5,44.816631,50.606098,.99467498,1,358.48654
720,5,36.342911,114.87929,.99681199,1,416.18423
721,9.5003405,39.554459,96.43383,.97993803,1,613.88654
722,5,35.516941,51.173878,.99453479,1,530.64288
723,5,47.309441,50.202057,.99877393,1,631.47485
724,19.469332,39.183983,195.01851,.94508368,0,465.89957
725,5,42.245853,62.633621,.99769932,1,458.80191
726,191.32143,39.696827,1913.4802,.30210933,1,689.89026
727,5,39.033073,76.736023,.99389023,1,492.23013
728,5,40.526279,60.485706,.99423724,1,513.09198
729,5,40.436226,66.090027,.98822659,1,546.14832
730,5,37.446953,51.932545,.99782926,1,453.37479
731,5,42.674644,50.212387,.99689823,1,465.03674
732,27.085186,41.138035,271.77267,.9148618,0,579.02039
733,5,41.212074,70.3181,.99297172,1,557.02002
734,5,41.724468,50.109642,.99829364,0,495.10919
735,10.896758,38.339535,109.33948,.97053993,1,590.34521
736,5,38.787605,87.326408,.9985863,1,517.34613
737,5,42.127945,50.040974,.98779762,1,520.64734
738,5,33.456444,52.685665,.9982571,1,549.18799
739,5,35.722805,50.342697,.99703443,1,546.91046
740,5,41.762821,50.728157,.99899942,1,730.56744
741,5,39.171097,62.331482,.99439317,1,576.38733
742,5,34.950073,50.538071,.99721766,1,359.73712
743,5,40.70435,55.446026,.99681813,1,558.38562
744,5,36.120464,53.476379,.9926874,1,368.2431
745,5,41.995079,52.835114,.99538863,1,528.75037
746,5,32.524418,54.074757,.99064112,1,689.98218
747,5,34.39106,50.643845,.99609798,1,576.35132
748,5,40.817791,50.61684,.99928176,0,320.29144
749,9.0747261,40.699509,95.814285,.97204596,0,476.14545
750,234.13934,36.671043,2346.5452,.16134226,0,884.22107
751,5,38.873692,50.025669,.98446971,1,576.09198
752,5,31.567051,196.91017,.99775022,1,424.06512
753,5,40.637878,50.169098,.99193937,1,396.15891
754,17.140041,45.558117,171.5065,.93712634,1,658.66309
755,5,45.361481,53.546856,.99794281,1,495.54593
756,5,36.183079,50.80941,.99908161,1,497.37
757,5,45.837399,50.181915,.9968577,1,484.32809
758,39.210426,44.343079,401.49344,.87245476,0,679.16406
759,5,28.281199,96.361481,.9978267,1,668.65332
760,5,34.170902,50.801987,.99855393,1,502.47794
761,5,43.903427,51.176598,.99371147,1,555.53595
762,11.857817,46.804958,118.68455,.96690446,1,434.12808
763,50.45858,42.139423,504.70718,.83018982,1,545.15717
764,17.128519,42.520298,352.3616,.9518286,1,651.33551
765,24.051813,34.257282,264.39639,.9268567,0,471.00781
766,5,35.506729,74.026192,.9985885,1,590.78241
767,12.03608,42.11879,121.16681,.95836502,0,445.42529
768,5,40.513882,55.51622,.9776718,1,366.49078
769,5,36.084724,50.402916,.99908733,1,460.85635
770,5,41.430222,50.331131,.98937029,1,244.32303
771,29.294685,43.861485,331.28198,.90555513,0,556.10815
772,5,40.846367,81.647087,.99757802,1,586.08655
773,5,42.287182,50.609287,.98666108,0,642.38556
774,5,37.104523,50.209885,.99690753,1,483.04465
775,5,42.165546,172.50652,.99283302,0,631.2157
776,5,41.708252,66.606667,.99774444,0,689.64368
777,5,42.441067,53.002083,.99698305,1,496.31189
778,5,35.667892,51.471817,.99274272,1,793.33691
779,32.701885,45.699802,362.18182,.89704251,1,470.06879
780,40.384106,42.128529,404.24136,.8673203,1,752.64905
781,15.994123,39.952702,165.88626,.95848376,1,530.59186
782,5,43.656944,56.282745,.99371773,0,714.46161
783,27.046423,43.620277,396.49722,.91409177,0,600.02234
784,9.5256386,42.042797,96.822426,.96885264,1,456.46362
785,5,34.890846,56.248756,.99743032,1,457.13107
786,5,34.716446,84.128479,.9991495,1,553.0882
787,5.8638244,35.811935,59.036255,.99614698,1,403.08142
788,5,39.649216,67.061111,.99119508,1,671.71899
789,70.390388,37.693466,707.91339,.75632805,1,603.86084
790,10.351458,34.363022,104.14746,.97696918,1,704.16711
791,9.9078293,40.010147,99.352135,.97928542,1,614.52429
792,5,37.595833,51.579205,.99938226,1,382.54279
793,5,27.08769,72.396446,.99729699,0,361.55563
794,45.769478,35.433846,457.82208,.84441209,1,707.50922
795,5,38.817314,54.282051,.9831782,1,562.22577
796,5,39.859985,66.088737,.99018073,1,595.95642
797,5,41.090607,51.290226,.99178356,1,386.72476
798,5,40.456238,50.204979,.99681181,1,613.04987
799,15.714798,33.652962,163.19611,.94853115,1,571.40479
800,17.83692,41.135738,178.79472,.93324238,0,503.84891
801,23.624056,40.517918,266.82379,.92968482,0,328.41257
802,5.035111,41.135925,52.207077,.99587256,1,546.17542
803,5,40.521954,50.625065,.98012167,0,530.00116
804,18.24818,41.437904,381.87,.94287664,1,554.24048
805,20.300947,38.030777,203.46376,.93868792,1,566.28888
806,169.64977,45.940571,1703.3951,.39451867,1,639.92322
807,5,41.752666,50.19709,.99585736,0,509.99805
808,5,40.542576,51.460701,.99795592,1,653.47009
809,8.6851549,43.49247,86.951134,.98059797,0,375.66916
810,5,42.395348,58.151436,.9943012,1,584.15759
811,5,41.325058,50.494888,.99511778,1,452.08054
812,7.7916622,37.264305,96.665337,.9816674,1,551.78058
813,12.000358,40.450706,129.2235,.9720813,0,463.48801
814,102.8201,36.203461,1029.2151,.6388284,1,663.20654
815,5,40.038651,50.213802,.99550742,1,529.93207
816,7.4973845,41.37011,79.525276,.98939842,1,399.8894
817,5,36.1106,50.275978,.9998396,1,551.30396
818,5,39.111839,778.23755,.99700934,1,586.86389
819,5,34.0121,50.428116,.99956882,1,608.90009
820,5,37.164574,58.662518,.99673283,0,438.32236
821,5.8969078,47.79377,110.24678,.99357313,1,684.38391
822,95.68161,38.310528,1054.9312,.66287887,1,760.86859
823,5,42.425484,65.77121,.99569327,0,451.50153
824,5.8566289,39.458553,58.95763,.99413252,1,646.43164
825,110.25599,39.000683,1103.2852,.61374348,1,760.24664
826,5,37.949852,50.064884,.99549901,0,532.91064
827,100.77903,36.270855,1009.6968,.64743811,0,645.69568
828,5,38.126862,326.79294,.98890191,0,424.49966
829,8.0640459,42.16568,89.140015,.98796976,1,759.06598
830,5,31.146753,50.366905,.98684829,1,340.72159
831,89.094803,45.963932,893.24139,.68011588,1,529.9433
832,6.2145271,41.40704,63.399776,.99503869,1,341.39709
833,17.800301,38.747639,255.95522,.9456206,0,554.091
834,5.9454966,36.74501,59.49852,.99507171,1,543.64954
835,51.515186,34.853565,535.9292,.8290745,1,623.39282
836,5,41.207024,53.974373,.98877937,0,545.54608
837,5,39.404743,302.83704,.99847019,1,484.02924
838,5.2151179,32.875832,53.161331,.99679792,1,491.31357
839,7.7454066,36.449989,82.972969,.98636788,1,471.88644
840,5.1848292,41.275597,52.147812,.99737382,0,392.13812
841,7.483994,35.583626,75.219368,.95477581,1,572.29803
842,5,43.866856,58.034618,.99725133,1,632.9054
843,5,38.66061,62.694054,.97712201,0,555.51837
844,42.896328,37.614399,431.12735,.85878956,1,434.93939
845,5,32.71051,50.188992,.99823385,1,629.80756
846,5,38.958546,61.633163,.99821436,0,589.00037
847,5.6304078,36.451504,89.568375,.9936018,0,414.88171
848,38.012547,36.43,380.15939,.87292367,1,357.32516
849,5,36.901894,50.138313,.99730861,1,416.24213
850,5,40.973118,54.659481,.99800801,1,618.21643
851,5,41.126915,58.629459,.98612243,1,611.96039
852,17.639921,43.987991,179.78304,.93901414,1,653.53162
853,5,43.642532,62.883068,.99733442,1,484.19211
854,5,43.580116,72.53801,.994398,1,378.09506
855,5.2507219,42.950962,52.535313,.99299085,1,646.6886
856,5,38.179195,52.633442,.99781269,1,519.68066
857,8.8252745,46.284122,104.67715,.9312436,0,471.37207
858,47.796932,38.012192,499.74414,.82609779,0,546.23285
859,5,40.985016,90.002365,.99661845,1,532.49518
860,5,40.606026,67.407578,.99473447,1,588.79297
861,5,42.505215,50.340515,.99911213,0,417.22177
862,5,40.622143,50.022034,.9957993,1,377.73206
863,5,42.570908,54.666561,.99412364,1,566.34277
864,5,42.035095,106.69731,.98983437,1,499.07831
865,5,39.543156,71.441284,.99893159,1,586.6665
866,6.6855803,39.018799,111.01303,.9922508,0,462.90778
867,5,40.982262,53.452484,.99907768,1,619.39764
868,5,32.790981,58.674057,.99804705,1,560.37543
869,5,44.343327,50.032093,.98756272,0,415.63879
870,5,41.789234,53.538624,.9988457,0,653.6485
871,5,36.036777,50.812691,.99962729,0,568.20105
872,5,43.288158,54.053841,.99767888,1,493.40945
873,5,39.88641,437.54889,.99865508,0,520.1106
874,7.291635,36.317421,73.389481,.99000025,1,558.05627
875,5,41.464653,68.637619,.9986614,1,644.75647
876,5,42.441235,84.217178,.997603,1,565.6983
877,5,35.022377,64.466309,.99129528,0,522.94843
878,5,38.0182,50.044086,.99940604,1,564.47754
879,5,38.549023,55.664276,.98813349,1,483.82373
880,5,41.278084,50.707619,.99622351,1,556.80817
881,5,37.26405,72.310921,.99218309,1,443.19083
882,5,41.901169,55.591007,.98809302,0,560.02246
883,5,43.656265,97.791481,.99394846,1,534.14417
884,11.949039,40.203472,119.69457,.97199333,1,580.5296
885,15.618689,39.333958,156.41777,.95480186,0,364.3129
886,76.204758,37.671597,832.31683,.73917741,1,801.99469
887,5,37.438507,336.5267,.99658561,1,520.49146
888,5,35.026787,51.037109,.99816316,0,444.46179
889,5,41.446598,62.962666,.99603289,1,645.24561
890,10.713199,37.014862,107.83017,.9724322,1,408.7569
891,5,44.843357,53.315311,.99948251,1,416.08408
892,27.950552,34.850834,279.77737,.91500098,1,635.73938
893,5,39.838924,127.00353,.99017286,0,536.93951
894,5,35.625038,59.678284,.99513447,1,499.60779
895,5,37.054176,51.691616,.97937059,1,510.0177
896,125.147,37.060421,1252.186,.55866623,0,619.20953
897,5,42.827606,50.066021,.99586844,1,361.27414
898,5,46.306854,50.041187,.99918354,1,583.70673
899,49.84375,30.516628,500.62421,.8299101,1,493.40472
900,5,37.716618,51.183586,.99211073,1,539.12073
901,14.741404,41.852615,285.59921,.96165192,0,504.289
902,5,39.799866,50.13821,.99546808,1,431.97888
903,5.0261431,38.014301,51.273827,.99633348,1,490.82797
904,5,38.049366,56.601181,.99922025,1,537.98395
905,5,37.288849,50.151527,.99763477,1,709.98395
906,5,34.956875,72.317947,.99780738,1,511.13202
907,5,40.148735,60.986881,.99675339,0,338.19818
908,9.4157076,41.091053,94.555878,.98290807,1,501.59283
909,5,36.436214,55.304596,.99289477,0,486.4321
910,5,38.640076,50.371723,.99579656,0,459.05792
911,5,36.829987,50.556622,.98961025,1,614.28125
912,5,35.605083,50.106724,.99502444,0,598.73602
913,5,31.146746,50.414764,.99211085,1,511.56235
914,5,41.893627,50.403629,.99716693,1,512.12598
915,5,32.931335,50.903896,.99681538,0,569.4361
916,5,40.604591,53.551765,.99719155,0,454.55768
917,5,42.598751,71.399086,.99763381,0,504.40497
918,5,33.169724,75.490639,.99751556,0,442.008
919,5,40.767742,51.886806,.9978826,1,567.27606
920,5,31.346619,51.441975,.99684668,0,474.62003
921,5,38.247234,50.633686,.99736202,1,558.33411
922,45.44772,45.669006,454.89478,.84715801,1,684.95959
923,5,38.736019,51.038387,.99901092,0,538.70837
924,22.794949,43.436901,240.79131,.92389596,0,606.50586
925,19.374128,47.81876,194.60725,.94647878,1,649.68182
926,5,35.669079,53.955288,.99666721,1,409.68445
927,5,44.216866,56.721066,.99893206,0,460.96292
928,5,43.335045,69.101357,.99530834,1,291.71182
929,5,42.561298,53.93853,.99592298,1,557.70044
930,5,40.729229,89.89225,.99443126,1,425.72189
931,5,37.958759,51.427971,.96200883,0,543.9856
932,5,41.247883,69.142311,.99249762,0,495.19809
933,5,41.400356,223.54704,.98410517,0,370.72504
934,5,41.434216,70.546265,.98534906,1,360.66031
935,5.9388442,43.810532,60.009228,.97655445,1,578.16333
936,5,39.642124,56.831196,.99713993,1,482.23047
937,263,38.621807,2631.7961,.048325092,1,684.93164
938,5,45.61771,60.00526,.99746341,1,515.60956
939,5,43.837368,50.079521,.99865711,1,557.62994
940,5,46.235363,64.780853,.99930602,1,452.26224
941,5,37.270443,52.113567,.99924082,1,421.52567
942,5,42.430832,61.849121,.99815559,1,549.7829
943,5,46.678223,50.010174,.99875271,1,607.97211
944,28.160585,41.862999,283.51425,.91453952,1,617.97009
945,5,43.656067,56.849068,.97843027,0,494.30252
946,6.7494984,39.767387,69.536514,.99003702,0,514.53638
947,5,45.899433,51.651741,.99847621,1,592.42261
948,5,40.397812,57.109421,.98882949,0,440.63516
949,5,36.10873,62.644615,.98811603,1,538.04352
950,5.8724122,36.305496,58.922359,.99015445,1,456.78656
951,5,39.197617,51.986664,.99854022,1,625.75494
952,23.689455,28.801714,237.70433,.92794293,0,530.24341
953,5,44.389011,54.411762,.99947703,1,438.42294
954,5,42.724316,87.211754,.98566902,1,507.39838
955,27.901768,49.203835,283.32642,.91278112,1,601.84009
956,44.781368,41.684055,448.17883,.85128194,0,645.41888
957,5,41.995369,124.76328,.99756712,0,584.9931
958,5,40.539051,50.854393,.99807638,0,448.74142
959,70.250076,46.045555,2960.2053,.75291932,0,772.28967
960,175.9203,39.430676,1760.5547,.37431458,0,838.9624
961,64.463295,33.742149,644.96155,.77877468,1,533.07379
962,5,41.718452,50.716507,.99738699,1,440.32306
963,13.761362,37.140522,141.01184,.96138376,1,401.12332
964,124.70401,35.975773,1248.1685,.55985034,1,777.06342
965,5,39.730858,52.864426,.99820322,1,649.05396
966,5,34.638721,58.296318,.99896151,1,427.33316
967,5,42.440865,50.708344,.99839097,0,433.21225
968,25.956598,45.400116,259.93967,.91757178,1,544.13239
969,6.9599695,31.689051,129.26886,.99120629,0,409.97729
970,28.6763,42.520485,286.80493,.91233981,0,483.94168
971,6.4441261,44.499283,68.503288,.98888582,1,442.24869
972,17.124746,44.980675,183.62508,.9519648,1,514.90686
973,5,35.952717,50.25919,.9952423,1,586.76123
974,5,41.381794,50.098732,.99173969,1,669.57361
975,5,42.813564,83.029259,.99673122,1,586.98694
976,9.4204903,42.582371,94.912453,.98279238,1,506.94128
977,5,39.899002,56.328743,.99956876,1,542.75562
978,20.652084,39.942856,209.80713,.94044727,1,694.04602
979,28.176609,36.89835,283.35468,.914105,0,558.5318
980,10.836546,42.918434,256.51068,.97454244,1,609.58356
981,15.256445,42.197319,184.01614,.96131974,1,640.6842
982,89.877693,41.473671,899.91052,.67982846,0,629.16663
983,5,37.66436,87.416893,.9913035,1,530.53467
984,5,37.165916,60.533085,.99770999,1,709.71442
985,228.81215,38.761768,2292.0999,.17884208,0,776.07581
986,19.752998,50.348835,200.60815,.93677062,1,784.60193
987,5,39.999027,52.20842,.99482006,1,549.69189
988,137.71188,40.557339,1380.1472,.50782424,1,647.32697
989,5,45.814728,76.697273,.99906987,0,466.96045
990,5,39.677696,71.492126,.99740779,0,451.53519
991,8.3666782,36.934387,85.601082,.97235,1,458.202
992,5,37.703728,52.013523,.98695016,1,483.43222
993,5,43.145634,72.615013,.99684268,1,632.1131
994,34.081524,39.971718,346.07553,.8917737,0,475.27399
995,54.335835,39.931404,549.06793,.81399405,1,633.52588
996,5,40.800838,54.714237,.99691981,1,676.86621
997,83.294228,36.194103,854.87311,.71014136,1,542.32025
998,29.925093,43.213169,315.19202,.90283185,1,507.62881
999,5,33.216599,54.962879,.99887675,1,451.58945
1000,5,31.676483,50.011509,.99593067,1,428.03015
1001,5,41.748814,51.042973,.99931669,0,503.47437
1002,5,42.396706,50.736954,.99371988,1,301.31085
1003,5,43.093842,51.798908,.99912941,1,560.25763
1004,5,42.857368,53.459538,.99059492,0,576.78406
1005,5,44.041573,50.268131,.99935061,1,479.14771
1006,5,39.756741,59.127464,.99447495,1,649.14862
1007,5,37.710049,73.003685,.97041464,1,434.59268
1008,5,48.221584,60.886059,.99522018,0,589.58313
1009,5,43.461884,51.930984,.96630031,0,509.53503
1010,5,42.704544,50.647636,.98389965,1,463.90201
1011,5,33.245197,58.104038,.99840838,1,352.05875
1012,5,39.410172,50.087685,.99860984,1,505.17487
1013,5,45.955395,54.335083,.98569453,1,568.18896
1014,5,39.469666,53.915825,.99882895,1,376.13034
1015,68.892479,44.334667,703.00006,.7563628,0,601.73267
1016,5,40.826321,50.99295,.99494433,1,616.66119
1017,73.289467,45.258579,820.11078,.74699545,1,443.64581
1018,5,41.11454,51.832031,.99605584,0,641.93817
1019,5,39.044773,51.423145,.9963724,1,455.01312
1020,5,37.95565,51.034473,.99516016,1,454.66977
1021,5,37.951431,51.890148,.99759418,0,397.16183
1022,5,42.33712,51.751701,.96759808,1,616.31006
